locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICLPPAIG_46585	CDS	369				hypothetical protein
ICLPPAIG_46586	CDS	273				hypothetical protein
ICLPPAIG_46587	CDS	3291				hypothetical protein
ICLPPAIG_46588	CDS	207				hypothetical protein
ICLPPAIG_46589	CDS	366				hypothetical protein
ICLPPAIG_46590	CDS	1122				hypothetical protein
ICLPPAIG_46591	CDS	225				hypothetical protein
ICLPPAIG_46592	CDS	144				hypothetical protein
ICLPPAIG_46593	CDS	231				hypothetical protein
ICLPPAIG_46594	CDS	1110				hypothetical protein
ICLPPAIG_46595	CDS	174				hypothetical protein
ICLPPAIG_46596	CDS	204				hypothetical protein
ICLPPAIG_46597	CDS	135				hypothetical protein
ICLPPAIG_46598	CDS	1089				hypothetical protein
ICLPPAIG_46599	CDS	306				hypothetical protein
ICLPPAIG_46600	CDS	294				hypothetical protein
ICLPPAIG_46601	CDS	1551		5.5.1.4	COG1260	Inositol-3-phosphate synthase 1
ICLPPAIG_46602	CDS	186				hypothetical protein
ICLPPAIG_46603	CDS	156				hypothetical protein
ICLPPAIG_46604	CDS	159				hypothetical protein
ICLPPAIG_46605	CDS	132				hypothetical protein
ICLPPAIG_46606	CDS	960				hypothetical protein
ICLPPAIG_46607	CDS	1098				hypothetical protein
ICLPPAIG_46608	CDS	216				hypothetical protein
ICLPPAIG_46609	CDS	177				hypothetical protein
ICLPPAIG_46610	CDS	1050				hypothetical protein
ICLPPAIG_46611	CDS	150				hypothetical protein
ICLPPAIG_46612	CDS	765				hypothetical protein
ICLPPAIG_46613	CDS	606				hypothetical protein
ICLPPAIG_46614	CDS	126				hypothetical protein
ICLPPAIG_46615	CDS	165				hypothetical protein
ICLPPAIG_46616	CDS	207				hypothetical protein
ICLPPAIG_46617	CDS	294				hypothetical protein
ICLPPAIG_46618	CDS	222				hypothetical protein
ICLPPAIG_46619	CDS	126				hypothetical protein
ICLPPAIG_46620	CDS	2163	nqo3_5	7.1.1.-		NADH-quinone oxidoreductase chain 3
ICLPPAIG_46621	CDS	243				hypothetical protein
ICLPPAIG_46622	CDS	2361				hypothetical protein
ICLPPAIG_46623	CDS	1905				hypothetical protein
ICLPPAIG_46624	CDS	195				hypothetical protein
ICLPPAIG_46625	CDS	165				hypothetical protein
ICLPPAIG_46626	CDS	252				hypothetical protein
ICLPPAIG_46627	CDS	216				hypothetical protein
ICLPPAIG_46628	CDS	156				hypothetical protein
ICLPPAIG_46629	CDS	2094				hypothetical protein
ICLPPAIG_46630	CDS	123				hypothetical protein
ICLPPAIG_46631	CDS	1281				hypothetical protein
ICLPPAIG_46632	CDS	183				hypothetical protein
ICLPPAIG_46633	CDS	258				hypothetical protein
ICLPPAIG_46634	CDS	1233				hypothetical protein
ICLPPAIG_46635	CDS	147				hypothetical protein
ICLPPAIG_46636	CDS	1431	pknD_210	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_46637	CDS	213				hypothetical protein
ICLPPAIG_46638	CDS	306				hypothetical protein
ICLPPAIG_46639	CDS	198				hypothetical protein
ICLPPAIG_46640	CDS	654				hypothetical protein
ICLPPAIG_46641	CDS	573				hypothetical protein
ICLPPAIG_46642	CDS	948				hypothetical protein
ICLPPAIG_46643	CDS	345				hypothetical protein
ICLPPAIG_46644	CDS	237				hypothetical protein
ICLPPAIG_46645	CDS	210				hypothetical protein
ICLPPAIG_46646	CDS	129				hypothetical protein
ICLPPAIG_46647	CDS	246				hypothetical protein
ICLPPAIG_46648	CDS	822				hypothetical protein
ICLPPAIG_46649	CDS	342				hypothetical protein
ICLPPAIG_46650	CDS	285				hypothetical protein
ICLPPAIG_46651	CDS	183				hypothetical protein
ICLPPAIG_46652	CDS	1113				hypothetical protein
ICLPPAIG_46653	CDS	255				hypothetical protein
ICLPPAIG_46654	CDS	1698				hypothetical protein
ICLPPAIG_46655	CDS	258				hypothetical protein
ICLPPAIG_46656	CDS	1554				hypothetical protein
ICLPPAIG_46657	CDS	333				hypothetical protein
ICLPPAIG_46658	CDS	264				hypothetical protein
ICLPPAIG_46659	CDS	177				hypothetical protein
ICLPPAIG_46660	CDS	288				hypothetical protein
ICLPPAIG_46661	CDS	231				hypothetical protein
ICLPPAIG_46662	CDS	312				hypothetical protein
ICLPPAIG_46663	CDS	1542				hypothetical protein
ICLPPAIG_46664	CDS	144				hypothetical protein
ICLPPAIG_46665	CDS	159				hypothetical protein
ICLPPAIG_46666	CDS	1467	pknD_211	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_46667	CDS	1515				hypothetical protein
ICLPPAIG_46668	CDS	198				hypothetical protein
ICLPPAIG_46669	CDS	1341				hypothetical protein
ICLPPAIG_46670	CDS	1812				hypothetical protein
ICLPPAIG_46671	CDS	225				hypothetical protein
ICLPPAIG_46672	CDS	192				hypothetical protein
ICLPPAIG_46673	CDS	1239				hypothetical protein
ICLPPAIG_46674	CDS	222				hypothetical protein
ICLPPAIG_46675	CDS	1272				hypothetical protein
ICLPPAIG_46676	CDS	168				hypothetical protein
ICLPPAIG_46677	CDS	129				hypothetical protein
ICLPPAIG_46678	CDS	2448				hypothetical protein
ICLPPAIG_46679	CDS	189				hypothetical protein
ICLPPAIG_46680	CDS	174				hypothetical protein
ICLPPAIG_46681	CDS	261				hypothetical protein
ICLPPAIG_46682	CDS	1098				hypothetical protein
ICLPPAIG_46683	CDS	243				hypothetical protein
ICLPPAIG_46684	CDS	888	bioC_15	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
ICLPPAIG_46685	CDS	1023				hypothetical protein
ICLPPAIG_46686	CDS	213				hypothetical protein
ICLPPAIG_46687	CDS	213				hypothetical protein
ICLPPAIG_46688	CDS	474				hypothetical protein
ICLPPAIG_46689	CDS	237				hypothetical protein
ICLPPAIG_46690	CDS	153				hypothetical protein
ICLPPAIG_46691	CDS	1500				hypothetical protein
ICLPPAIG_46692	CDS	411				hypothetical protein
ICLPPAIG_46693	CDS	408				hypothetical protein
ICLPPAIG_46694	CDS	285				hypothetical protein
ICLPPAIG_46695	CDS	249				hypothetical protein
ICLPPAIG_46696	CDS	228				hypothetical protein
ICLPPAIG_46697	CDS	519				hypothetical protein
ICLPPAIG_46698	CDS	1377				hypothetical protein
ICLPPAIG_46699	CDS	1593	cysG_8		COG0007	Siroheme synthase
ICLPPAIG_46700	CDS	141				hypothetical protein
ICLPPAIG_46701	CDS	1128				hypothetical protein
ICLPPAIG_46702	CDS	183				hypothetical protein
ICLPPAIG_46703	CDS	261				hypothetical protein
ICLPPAIG_46704	CDS	237				hypothetical protein
ICLPPAIG_46705	CDS	252				hypothetical protein
ICLPPAIG_46706	CDS	189				hypothetical protein
ICLPPAIG_46707	CDS	1647				hypothetical protein
ICLPPAIG_46708	CDS	192				hypothetical protein
ICLPPAIG_46709	CDS	189				hypothetical protein
ICLPPAIG_46710	CDS	606				hypothetical protein
ICLPPAIG_46711	CDS	189				hypothetical protein
ICLPPAIG_46712	CDS	297				hypothetical protein
ICLPPAIG_46713	CDS	1098				hypothetical protein
ICLPPAIG_46714	CDS	1584				hypothetical protein
ICLPPAIG_46715	CDS	381				hypothetical protein
ICLPPAIG_46716	CDS	7023				hypothetical protein
ICLPPAIG_46717	CDS	204				hypothetical protein
ICLPPAIG_46718	CDS	207				hypothetical protein
ICLPPAIG_46719	CDS	1014				hypothetical protein
ICLPPAIG_46720	CDS	186				hypothetical protein
ICLPPAIG_46721	CDS	1092	chiA1_4	3.2.1.14		Chitinase A1
ICLPPAIG_46722	CDS	216				hypothetical protein
ICLPPAIG_46723	CDS	222				hypothetical protein
ICLPPAIG_46724	CDS	2394				hypothetical protein
ICLPPAIG_46725	CDS	204				hypothetical protein
ICLPPAIG_46726	CDS	1050	aroG_8	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
ICLPPAIG_46727	CDS	1809	mdtK_9			Multidrug resistance protein MdtK
ICLPPAIG_46728	CDS	171				hypothetical protein
ICLPPAIG_46729	CDS	159				hypothetical protein
ICLPPAIG_46730	CDS	1356				hypothetical protein
ICLPPAIG_46731	CDS	804				hypothetical protein
ICLPPAIG_46732	CDS	201				hypothetical protein
ICLPPAIG_46733	CDS	297				hypothetical protein
ICLPPAIG_46734	CDS	159				hypothetical protein
ICLPPAIG_46735	CDS	150				hypothetical protein
ICLPPAIG_46736	CDS	168				hypothetical protein
ICLPPAIG_46737	CDS	1740	lldD_6	1.1.-.-		L-lactate dehydrogenase
ICLPPAIG_46738	CDS	726				hypothetical protein
ICLPPAIG_46739	CDS	147				hypothetical protein
ICLPPAIG_46740	CDS	957				hypothetical protein
ICLPPAIG_46741	CDS	267				hypothetical protein
ICLPPAIG_46742	CDS	2904				hypothetical protein
ICLPPAIG_46743	CDS	1890				hypothetical protein
ICLPPAIG_46744	CDS	138				hypothetical protein
ICLPPAIG_46745	CDS	198				hypothetical protein
ICLPPAIG_46746	CDS	192				hypothetical protein
ICLPPAIG_46747	CDS	795				hypothetical protein
ICLPPAIG_46748	CDS	201				hypothetical protein
ICLPPAIG_46749	CDS	192				hypothetical protein
ICLPPAIG_46750	CDS	210				hypothetical protein
ICLPPAIG_46751	CDS	468		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
ICLPPAIG_46752	CDS	108				hypothetical protein
ICLPPAIG_46753	CDS	216				hypothetical protein
ICLPPAIG_46754	CDS	3960				hypothetical protein
ICLPPAIG_46755	CDS	243				hypothetical protein
ICLPPAIG_46756	CDS	3954				hypothetical protein
ICLPPAIG_46757	CDS	795				hypothetical protein
ICLPPAIG_46758	CDS	186				hypothetical protein
ICLPPAIG_46759	CDS	726				hypothetical protein
ICLPPAIG_46760	CDS	717				hypothetical protein
ICLPPAIG_46761	CDS	234				hypothetical protein
ICLPPAIG_46762	CDS	216				hypothetical protein
ICLPPAIG_46763	CDS	309				hypothetical protein
ICLPPAIG_46764	CDS	936				hypothetical protein
ICLPPAIG_46765	CDS	135				hypothetical protein
ICLPPAIG_46766	CDS	171				hypothetical protein
ICLPPAIG_46767	CDS	528				hypothetical protein
ICLPPAIG_46768	CDS	183				hypothetical protein
ICLPPAIG_46769	CDS	993				hypothetical protein
ICLPPAIG_46770	CDS	822	mug_4	3.2.2.28		G/U mismatch-specific DNA glycosylase
ICLPPAIG_46771	CDS	1128				hypothetical protein
ICLPPAIG_46772	CDS	2250				hypothetical protein
ICLPPAIG_46773	CDS	3729	uup_58	3.6.1.-		ATP-binding protein Uup
ICLPPAIG_46774	CDS	3054				hypothetical protein
ICLPPAIG_46775	CDS	186				hypothetical protein
ICLPPAIG_46776	CDS	2184				hypothetical protein
ICLPPAIG_46777	CDS	534				hypothetical protein
ICLPPAIG_46778	CDS	183				hypothetical protein
ICLPPAIG_46779	CDS	288				hypothetical protein
ICLPPAIG_46780	CDS	1323				hypothetical protein
ICLPPAIG_46781	CDS	393				hypothetical protein
ICLPPAIG_46782	CDS	567				hypothetical protein
ICLPPAIG_46783	CDS	351				hypothetical protein
ICLPPAIG_46784	CDS	660				hypothetical protein
ICLPPAIG_46785	CDS	195				hypothetical protein
ICLPPAIG_46786	CDS	888	apbC_6			Iron-sulfur cluster carrier protein
ICLPPAIG_46787	CDS	2310	ftsH_67	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ICLPPAIG_46788	CDS	423				hypothetical protein
ICLPPAIG_46789	CDS	123				hypothetical protein
ICLPPAIG_46790	CDS	444				hypothetical protein
ICLPPAIG_46791	CDS	2031				hypothetical protein
ICLPPAIG_46792	CDS	171				hypothetical protein
ICLPPAIG_46793	CDS	1365				hypothetical protein
ICLPPAIG_46794	CDS	309				hypothetical protein
ICLPPAIG_46795	CDS	189				hypothetical protein
ICLPPAIG_46796	CDS	132				hypothetical protein
ICLPPAIG_46797	CDS	102				hypothetical protein
ICLPPAIG_46798	CDS	2211	cysN_7	2.7.7.4		Sulfate adenylyltransferase subunit 1
ICLPPAIG_46799	CDS	1014				hypothetical protein
ICLPPAIG_46800	CDS	234				hypothetical protein
ICLPPAIG_46801	CDS	768				hypothetical protein
ICLPPAIG_46802	CDS	150				hypothetical protein
ICLPPAIG_46803	CDS	117				hypothetical protein
ICLPPAIG_46804	CDS	882				hypothetical protein
ICLPPAIG_46805	CDS	159				hypothetical protein
ICLPPAIG_46806	CDS	1551				hypothetical protein
ICLPPAIG_46807	CDS	243				hypothetical protein
ICLPPAIG_46808	CDS	828				hypothetical protein
ICLPPAIG_46809	CDS	168				hypothetical protein
ICLPPAIG_46810	CDS	135				hypothetical protein
ICLPPAIG_46811	CDS	216				hypothetical protein
ICLPPAIG_46812	CDS	249				hypothetical protein
ICLPPAIG_46813	CDS	243				hypothetical protein
ICLPPAIG_46814	CDS	201				hypothetical protein
ICLPPAIG_46815	CDS	243				hypothetical protein
ICLPPAIG_46816	CDS	1215				hypothetical protein
ICLPPAIG_46817	CDS	120				hypothetical protein
ICLPPAIG_46818	CDS	849				hypothetical protein
ICLPPAIG_46819	CDS	114				hypothetical protein
ICLPPAIG_46820	CDS	831				hypothetical protein
ICLPPAIG_46821	CDS	129				hypothetical protein
ICLPPAIG_46822	CDS	192				hypothetical protein
ICLPPAIG_46823	CDS	177				hypothetical protein
ICLPPAIG_46824	CDS	126				hypothetical protein
ICLPPAIG_46825	CDS	303				hypothetical protein
ICLPPAIG_46826	CDS	375				hypothetical protein
ICLPPAIG_46827	CDS	615	atpH_7			ATP synthase subunit c
ICLPPAIG_46828	CDS	2217				hypothetical protein
ICLPPAIG_46829	CDS	3234				hypothetical protein
ICLPPAIG_46830	CDS	111				hypothetical protein
ICLPPAIG_46831	CDS	153				hypothetical protein
ICLPPAIG_46832	CDS	315				hypothetical protein
ICLPPAIG_46833	CDS	2640				hypothetical protein
ICLPPAIG_46834	CDS	579	petA_3	7.1.1.8		Ubiquinol-cytochrome c reductase iron-sulfur subunit
ICLPPAIG_46835	CDS	186				hypothetical protein
ICLPPAIG_46836	CDS	435				hypothetical protein
ICLPPAIG_46837	CDS	231				hypothetical protein
ICLPPAIG_46838	CDS	246				hypothetical protein
ICLPPAIG_46839	CDS	243				hypothetical protein
ICLPPAIG_46840	CDS	246				hypothetical protein
ICLPPAIG_46841	CDS	591				hypothetical protein
ICLPPAIG_46842	CDS	252				hypothetical protein
ICLPPAIG_46843	CDS	591				hypothetical protein
ICLPPAIG_46844	CDS	219				hypothetical protein
ICLPPAIG_46845	CDS	111				hypothetical protein
ICLPPAIG_46846	CDS	1311				hypothetical protein
ICLPPAIG_46847	CDS	1488				hypothetical protein
ICLPPAIG_46848	CDS	240				hypothetical protein
ICLPPAIG_46849	CDS	177				hypothetical protein
ICLPPAIG_46850	CDS	903				hypothetical protein
ICLPPAIG_46851	CDS	255				hypothetical protein
ICLPPAIG_46852	CDS	177				hypothetical protein
ICLPPAIG_46853	CDS	1755				hypothetical protein
ICLPPAIG_46854	CDS	213				hypothetical protein
ICLPPAIG_46855	CDS	825	adk_11	2.7.4.3		Adenylate kinase
ICLPPAIG_46856	CDS	336				hypothetical protein
ICLPPAIG_46857	CDS	1239				hypothetical protein
ICLPPAIG_46858	CDS	1890	malS_3	1.1.1.38	COG0281	NAD-dependent malic enzyme 3
ICLPPAIG_46859	CDS	216				hypothetical protein
ICLPPAIG_46860	CDS	225				hypothetical protein
ICLPPAIG_46861	CDS	123				hypothetical protein
ICLPPAIG_46862	CDS	1329	mutM_4	4.2.99.18		Formamidopyrimidine-DNA glycosylase
ICLPPAIG_46863	CDS	939				hypothetical protein
ICLPPAIG_46864	CDS	162				hypothetical protein
ICLPPAIG_46865	CDS	1365				hypothetical protein
ICLPPAIG_46866	CDS	222				hypothetical protein
ICLPPAIG_46867	CDS	729	udk_13	2.7.1.48		Uridine kinase
ICLPPAIG_46868	CDS	90				hypothetical protein
ICLPPAIG_46869	CDS	3120	tmcA_3	2.3.1.193		tRNA(Met) cytidine acetyltransferase TmcA
ICLPPAIG_46870	CDS	306				hypothetical protein
ICLPPAIG_46871	CDS	213				hypothetical protein
ICLPPAIG_46872	CDS	1902				hypothetical protein
ICLPPAIG_46873	CDS	363				hypothetical protein
ICLPPAIG_46874	CDS	498				hypothetical protein
ICLPPAIG_46875	CDS	276				hypothetical protein
ICLPPAIG_46876	CDS	132				hypothetical protein
ICLPPAIG_46877	CDS	1545				hypothetical protein
ICLPPAIG_46878	CDS	285				hypothetical protein
ICLPPAIG_46879	CDS	828				hypothetical protein
ICLPPAIG_46880	CDS	228				hypothetical protein
ICLPPAIG_46881	CDS	135				hypothetical protein
ICLPPAIG_46882	CDS	123				hypothetical protein
ICLPPAIG_46883	rRNA	117				5S ribosomal RNA
ICLPPAIG_46884	CDS	201				hypothetical protein
ICLPPAIG_46885	CDS	2265	rsmF_10	2.1.1.178		Ribosomal RNA small subunit methyltransferase F
ICLPPAIG_46886	CDS	138				hypothetical protein
ICLPPAIG_46887	CDS	1158				hypothetical protein
ICLPPAIG_46888	CDS	183				hypothetical protein
ICLPPAIG_46889	CDS	1092				hypothetical protein
ICLPPAIG_46890	CDS	114				hypothetical protein
ICLPPAIG_46891	CDS	228				hypothetical protein
ICLPPAIG_46892	CDS	552				hypothetical protein
ICLPPAIG_46893	CDS	627				hypothetical protein
ICLPPAIG_46894	CDS	138				hypothetical protein
ICLPPAIG_46895	CDS	213				hypothetical protein
ICLPPAIG_46896	CDS	228				hypothetical protein
ICLPPAIG_46897	CDS	252				hypothetical protein
ICLPPAIG_46898	CDS	153				hypothetical protein
ICLPPAIG_46899	CDS	129				hypothetical protein
ICLPPAIG_46900	CDS	2496				hypothetical protein
ICLPPAIG_46901	CDS	336				hypothetical protein
ICLPPAIG_46902	CDS	339	dadD	3.5.4.31		5'-deoxyadenosine deaminase
ICLPPAIG_46903	CDS	1023	trzA	3.8.1.-		S-triazine hydrolase
ICLPPAIG_46904	CDS	147				hypothetical protein
ICLPPAIG_46905	CDS	195				hypothetical protein
ICLPPAIG_46906	CDS	159				hypothetical protein
ICLPPAIG_46907	CDS	849				hypothetical protein
ICLPPAIG_46908	CDS	144				hypothetical protein
ICLPPAIG_46909	CDS	219				hypothetical protein
ICLPPAIG_46910	CDS	546				hypothetical protein
ICLPPAIG_46911	CDS	345	bolA_2		COG0271	DNA-binding transcriptional regulator BolA
ICLPPAIG_46912	CDS	171				hypothetical protein
ICLPPAIG_46913	CDS	4584				hypothetical protein
ICLPPAIG_46914	CDS	261				hypothetical protein
ICLPPAIG_46915	CDS	246				hypothetical protein
ICLPPAIG_46916	CDS	1734	lldD_7	1.1.-.-		L-lactate dehydrogenase
ICLPPAIG_46917	CDS	351				hypothetical protein
ICLPPAIG_46918	CDS	1764				hypothetical protein
ICLPPAIG_46919	CDS	1299				hypothetical protein
ICLPPAIG_46920	CDS	2535	rapA_25	3.6.4.-		RNA polymerase-associated protein RapA
ICLPPAIG_46921	CDS	1533				hypothetical protein
ICLPPAIG_46922	CDS	174				hypothetical protein
ICLPPAIG_46923	CDS	1641	gatA_11	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A
ICLPPAIG_46924	CDS	2142				hypothetical protein
ICLPPAIG_46925	CDS	129				hypothetical protein
ICLPPAIG_46926	CDS	1848				hypothetical protein
ICLPPAIG_46927	CDS	153				hypothetical protein
ICLPPAIG_46928	CDS	573				hypothetical protein
ICLPPAIG_46929	CDS	177				hypothetical protein
ICLPPAIG_46930	CDS	1317	speB_6	3.5.3.11		Agmatinase
ICLPPAIG_46931	CDS	219				hypothetical protein
ICLPPAIG_46932	CDS	894				hypothetical protein
ICLPPAIG_46933	CDS	279				hypothetical protein
ICLPPAIG_46934	CDS	666				hypothetical protein
ICLPPAIG_46935	CDS	159				hypothetical protein
ICLPPAIG_46936	CDS	1638				hypothetical protein
ICLPPAIG_46937	CDS	750				hypothetical protein
ICLPPAIG_46938	CDS	231				hypothetical protein
ICLPPAIG_46939	CDS	246				hypothetical protein
ICLPPAIG_46940	CDS	1533				hypothetical protein
ICLPPAIG_46941	CDS	687				hypothetical protein
ICLPPAIG_46942	CDS	1437				hypothetical protein
ICLPPAIG_46943	CDS	213				hypothetical protein
ICLPPAIG_46944	CDS	498	dtd_4	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ICLPPAIG_46945	CDS	1398				hypothetical protein
ICLPPAIG_46946	CDS	297				hypothetical protein
ICLPPAIG_46947	CDS	240				hypothetical protein
ICLPPAIG_46948	CDS	201				hypothetical protein
ICLPPAIG_46949	CDS	642				hypothetical protein
ICLPPAIG_46950	CDS	1902				hypothetical protein
ICLPPAIG_46951	CDS	2133				hypothetical protein
ICLPPAIG_46952	CDS	1545				hypothetical protein
ICLPPAIG_46953	CDS	201				hypothetical protein
ICLPPAIG_46954	CDS	927				hypothetical protein
ICLPPAIG_46955	CDS	174				hypothetical protein
ICLPPAIG_46956	CDS	1341	barP_22		COG5277	Bacterial actin-related protein
ICLPPAIG_46957	CDS	204				hypothetical protein
ICLPPAIG_46958	CDS	2142				hypothetical protein
ICLPPAIG_46959	CDS	3447	pknD_212	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_46960	CDS	147				hypothetical protein
ICLPPAIG_46961	CDS	2694				hypothetical protein
ICLPPAIG_46962	CDS	144				hypothetical protein
ICLPPAIG_46963	CDS	1458				hypothetical protein
ICLPPAIG_46964	CDS	246				hypothetical protein
ICLPPAIG_46965	CDS	126				hypothetical protein
ICLPPAIG_46966	CDS	1929				hypothetical protein
ICLPPAIG_46967	CDS	936	fadJ_2	5.1.2.3		Fatty acid oxidation complex subunit alpha
ICLPPAIG_46968	CDS	2754	rhlE_11	3.6.4.13		ATP-dependent RNA helicase RhlE
ICLPPAIG_46969	CDS	246				hypothetical protein
ICLPPAIG_46970	CDS	4065				hypothetical protein
ICLPPAIG_46971	CDS	120				hypothetical protein
ICLPPAIG_46972	CDS	1860				hypothetical protein
ICLPPAIG_46973	CDS	540				hypothetical protein
ICLPPAIG_46974	CDS	156				hypothetical protein
ICLPPAIG_46975	CDS	264				hypothetical protein
ICLPPAIG_46976	CDS	165				hypothetical protein
ICLPPAIG_46977	CDS	1200				hypothetical protein
ICLPPAIG_46978	CDS	261				hypothetical protein
ICLPPAIG_46979	CDS	159				hypothetical protein
ICLPPAIG_46980	CDS	405				hypothetical protein
ICLPPAIG_46981	CDS	696				hypothetical protein
ICLPPAIG_46982	CDS	255				hypothetical protein
ICLPPAIG_46983	CDS	420				hypothetical protein
ICLPPAIG_46984	CDS	162				hypothetical protein
ICLPPAIG_46985	CDS	198				hypothetical protein
ICLPPAIG_46986	CDS	630				hypothetical protein
ICLPPAIG_46987	CDS	198				hypothetical protein
ICLPPAIG_46988	CDS	141				hypothetical protein
ICLPPAIG_46989	CDS	1329	fadE2_5	1.3.99.-	COG1960	putative acyl-CoA dehydrogenase FadE2
ICLPPAIG_46990	CDS	546				hypothetical protein
ICLPPAIG_46991	CDS	180				hypothetical protein
ICLPPAIG_46992	CDS	183				hypothetical protein
ICLPPAIG_46993	CDS	153				hypothetical protein
ICLPPAIG_46994	CDS	1071				hypothetical protein
ICLPPAIG_46995	CDS	123				hypothetical protein
ICLPPAIG_46996	CDS	1083	barP_23		COG5277	Bacterial actin-related protein
ICLPPAIG_46997	CDS	2745	pknD_213	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_46998	CDS	195				hypothetical protein
ICLPPAIG_46999	CDS	2613				hypothetical protein
ICLPPAIG_47000	CDS	471				hypothetical protein
ICLPPAIG_47001	CDS	255				hypothetical protein
ICLPPAIG_47002	CDS	258				hypothetical protein
ICLPPAIG_47003	CDS	231				hypothetical protein
ICLPPAIG_47004	CDS	2616				hypothetical protein
ICLPPAIG_47005	CDS	2382				hypothetical protein
ICLPPAIG_47006	CDS	432				hypothetical protein
ICLPPAIG_47007	CDS	264				hypothetical protein
ICLPPAIG_47008	CDS	2370	pknD_214	2.7.11.1		Serine/threonine-protein kinase PknD
ICLPPAIG_47009	CDS	213				hypothetical protein
ICLPPAIG_47010	CDS	189				hypothetical protein
ICLPPAIG_47011	CDS	255				hypothetical protein
ICLPPAIG_47012	CDS	393				hypothetical protein
ICLPPAIG_47013	CDS	285				hypothetical protein
ICLPPAIG_47014	CDS	192				hypothetical protein
ICLPPAIG_47015	CDS	1038				hypothetical protein
ICLPPAIG_47016	CDS	339				hypothetical protein
ICLPPAIG_47017	CDS	492				hypothetical protein
ICLPPAIG_47018	CDS	180				hypothetical protein
ICLPPAIG_47019	CDS	1479	ttuB_8			Putative tartrate transporter
ICLPPAIG_47020	CDS	240				hypothetical protein
ICLPPAIG_47021	CDS	267				hypothetical protein
ICLPPAIG_47022	CDS	417				hypothetical protein
ICLPPAIG_47023	CDS	195				hypothetical protein
ICLPPAIG_47024	CDS	1305				hypothetical protein
ICLPPAIG_47025	CDS	321				hypothetical protein
ICLPPAIG_47026	CDS	162				hypothetical protein
ICLPPAIG_47027	CDS	1197				hypothetical protein
ICLPPAIG_47028	CDS	198				hypothetical protein
ICLPPAIG_47029	CDS	258				hypothetical protein
ICLPPAIG_47030	CDS	159				hypothetical protein
ICLPPAIG_47031	CDS	1965				hypothetical protein
ICLPPAIG_47032	CDS	1635				hypothetical protein
ICLPPAIG_47033	CDS	252				hypothetical protein
ICLPPAIG_47034	CDS	159				hypothetical protein
ICLPPAIG_47035	CDS	3291	mutS_19		COG0249	DNA mismatch repair protein MutS
ICLPPAIG_47036	CDS	1506				hypothetical protein
ICLPPAIG_47037	CDS	204				hypothetical protein
ICLPPAIG_47038	CDS	441				hypothetical protein
ICLPPAIG_47039	CDS	294				hypothetical protein
ICLPPAIG_47040	CDS	1536				hypothetical protein
ICLPPAIG_47041	CDS	777				hypothetical protein
ICLPPAIG_47042	CDS	138				hypothetical protein
ICLPPAIG_47043	CDS	684				hypothetical protein
ICLPPAIG_47044	CDS	231				hypothetical protein
ICLPPAIG_47045	CDS	1410				hypothetical protein
ICLPPAIG_47046	CDS	192				hypothetical protein
ICLPPAIG_47047	CDS	156				hypothetical protein
ICLPPAIG_47048	CDS	1647	xylT_6			D-xylose transporter
ICLPPAIG_47049	CDS	405				hypothetical protein
ICLPPAIG_47050	CDS	741	argF_5	2.1.3.3	COG0078	Ornithine carbamoyltransferase
ICLPPAIG_47051	CDS	759				hypothetical protein
ICLPPAIG_47052	CDS	213				hypothetical protein
ICLPPAIG_47053	CDS	255				hypothetical protein
ICLPPAIG_47054	CDS	258				hypothetical protein
ICLPPAIG_47055	CDS	675				hypothetical protein
ICLPPAIG_47056	CDS	189				hypothetical protein
ICLPPAIG_47057	CDS	894				hypothetical protein
ICLPPAIG_47058	CDS	534				hypothetical protein
ICLPPAIG_47059	CDS	306				hypothetical protein
ICLPPAIG_47060	CDS	3729				hypothetical protein
ICLPPAIG_47061	CDS	897				hypothetical protein
ICLPPAIG_47062	CDS	171				hypothetical protein
ICLPPAIG_47063	CDS	192				hypothetical protein
ICLPPAIG_47064	CDS	366				hypothetical protein
ICLPPAIG_47065	CDS	162				hypothetical protein
ICLPPAIG_47066	CDS	144				hypothetical protein
ICLPPAIG_47067	CDS	384				hypothetical protein
ICLPPAIG_47068	CDS	1722				hypothetical protein
ICLPPAIG_47069	CDS	1710				hypothetical protein
ICLPPAIG_47070	CDS	132				hypothetical protein
ICLPPAIG_47071	CDS	2268				hypothetical protein
ICLPPAIG_47072	CDS	678	erpA_3			Iron-sulfur cluster insertion protein ErpA
ICLPPAIG_47073	CDS	1872				hypothetical protein
ICLPPAIG_47074	CDS	228				hypothetical protein
ICLPPAIG_47075	CDS	1017				hypothetical protein
ICLPPAIG_47076	CDS	258				hypothetical protein
ICLPPAIG_47077	CDS	930				hypothetical protein
ICLPPAIG_47078	CDS	1365				hypothetical protein
